created_date,author,type,media,version,articleId,revenue>spend,Headline,Media link,campaign_name
2024-02-20,Andrii,Alt,IMG,v1,405047,False,‘OMG!’ Boy Accidentally Meets His Mom He Thought Had Died Years Ago – Story of the Day,image,405047 Alt v1 Andrii IMG
2024-02-20,Vasyl,Alt,IMG,v1,413122,True,"Older Man Is Fired 2 Hours after Taking Store Job, Receives $70K for Wife’s Treatment Next Day",image,413122 Alt v1 Vasyl IMG
2024-02-20,Dima,Alt,IMG,v1,411954,False,"Boy Finds Old Tube in Late Granny's Attic, History Teacher Opens It and Gasps – Story of the Day",image,411954 Alt v1 Dima IMG
2024-02-20,Yuliia,Alt,VID,v1,416170,True,Ordinary Pizza Box Helped Me Catch My Husband Cheating,video,416170 Alt v1 Yuliia VID
2024-02-20,Vasyl,Alt,GIF,v4,405305,True,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day,GIF,405305 Alt v4 Vasyl GIF
2024-02-20,Artem,Alt,GIF,v3,300646,True,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",GIF,300646 Alt v3 Artem GIF
2024-02-20,Yuliia,Alt,IMG,v1,417502,False,I Saw My Husband Kissing Another Woman on Tv During a Baseball Game,image,417502 Alt v1 Yuliia IMG
2024-02-20,Andrii,Alt,IMG,v2,405227,False,"Father Destroys Son's Dream to Become a Dancer, Gets Sudden Call from Hospital Later",image,405227 Alt v2 Andrii IMG
2024-02-20,Vasyl,Alt,IMG,v4,404730,False,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer,image,404730 Alt v4 Vasyl IMG
2024-02-19,Yuliia,Original,VID,v3,413802,True,"Wife Believes Husband is at Work, Unexpectedly Sees Him Entering Unknown Car and Exiting Town",video,413802 Original v3 Yuliia VID
2024-02-19,Artem,Original,IMG,v1,411064,True,"Single Dad Kindly Mows Elderly Neighbor's Lawn, Receives Mysterious Antique Box as Thanks",image,411064 Original v1 Artem IMG
2024-02-19,Dima,Alt,VID,v2,414903,True,"Young Pool Cleaner Finds Secret Door in Old Lady's Pool, He Doesn't Need to Work Anymore – Story of the Day",video,414903 Alt v2 Dima VID
2024-02-19,Vasyl,Alt,IMG,v2,414880,True,"Man Finds 3 Kids in His Basement, Learns They Secretly Live There Alone for a Year – Story of the Day",image,414880 Alt v2 Vasyl IMG
2024-02-19,Artem,Alt,VID,v2,411482,True,"Girl Rescues Old Lady From Her Son's Cruel Plan, Learns She's Her Boyfriend's Mom the Next Day",video,411482 Alt v2 Artem VID
2024-02-19,Yuliia,Original,IMG,v3,414164,True,Boy Blows Candles on B-Day Cake and Suddenly Falls to the Floor Unconscious – Story of the Day,image,414164 Original v3 Yuliia IMG
2024-02-19,Vasyl,Alt,VID,v2,414954,True,"Mom Notices Her Adopted Son Does Not Leave the Room, Goes in and Sees Another Baby in His Arms",video,414954 Alt v2 Vasyl VID
2024-02-19,Yuliia,Original,GIF,v1,414937,True,"Wife Notices Her Husband is Acting Suspiciously, Calls a Taxi to Secretly Follow Him",GIF,414937 Original v1 Yuliia GIF
2024-02-19,Andrii,Original,GIF,v3,414988,True,"Wealthy Man Watches News, Spots a Beggar Who Resembles His Long-Lost Wife",GIF,414988 Original v3 Andrii GIF
2024-02-18,Yuliia,Original,IMG,v4,414849,True,"Little Boy Finds Abandoned Stroller with Newborn Baby in Park, Years Later They Meet Again – Story of the Day",image,414849 Original v4 Yuliia IMG
2024-02-18,Vasyl,Alt,VID,v2,415109,False,"Woman Returns Home and Gags from Stench, Finds Uninvited Guest in Her Bedroom – Story of the Day",video,415109 Alt v2 Vasyl VID
2024-02-18,Vasyl,Alt,GIF,v2,415109,False,"Woman Comes Back Home From Work, Finds Homeless Man In Her Bed – Story of the Day",GIF,415109 Alt v2 Vasyl GIF
2024-02-18,Dima,Original,GIF,v2,414955,False,"Wife Returns from Husband's Funeral, Stunned to Find an Unknown Child Asleep in Her Car",GIF,414955 Original v2 Dima GIF
2024-02-18,Vasyl,Alt,VID,v1,415139,True,"Girl Watches TV Report on a Plane Crash's Lone Survivor, Shocked to See Her Own Face There – Story of the Day",video,415139 Alt v1 Vasyl VID
2024-02-18,Andrii,Original,VID,v2,415097,True,"Excited to Meet Son's New Girlfriend, Mother is Stunned When He Arrives With an Elderly Woman",video,415097 Original v2 Andrii VID
2024-02-18,Dima,Original,GIF,v1,414579,True,Military Man Is Kicked Out of Sister’s Wedding When He Arrives to Surprise Her – Story of the Day,GIF,414579 Original v1 Dima GIF
2024-02-18,Yuliia,Original,VID,v1,415069,True,"Lady Driver Caught Her Boss Cheating, Teaming up with His Wife They Take Revenge – Story of the Day",video,415069 Original v1 Yuliia VID
2024-02-18,Yuliia,Original,GIF,v4,410622,False,Woman Asks Stranger in the Park to Watch Her Twins for a Moment and Never Returns,GIF,410622 Original v4 Yuliia GIF
2024-02-17,Andrii,Original,IMG,v4,415065,False,"Rich Dad Makes Spoiled Son Wait Tables, Surprised by Unusual Request Days Later",image,415065 Original v4 Andrii IMG
2024-02-17,Dima,Original,GIF,v3,415100,True,Angry Husband Hunts for His Wife in Hospital – Story of the Day,GIF,415100 Original v3 Dima GIF
2024-02-17,Vasyl,Alt,GIF,v2,415396,True,Boy Falls into Dry Well and Finds Grandpa's Secret Bunker on the Bottom – Story of the Day,GIF,415396 Alt v2 Vasyl GIF
2024-02-17,Vasyl,Original,GIF,v1,415119,True,"Poor Housekeeper Wrongly Accused by Family, Turns Tables to Unmask True Thief",GIF,415119 Original v1 Vasyl GIF
2024-02-17,Dima,Original,GIF,v3,415385,True,"After Husband Dies, Widow Inherits Cheap Pendant, but Lady She Never Met Inherits His Property – Story of the Day",GIF,415385 Original v3 Dima GIF
2024-02-17,Vasyl,Alt,VID,v3,415288,False,Woman Is Sure Her Husband Died until She Comes across His New Tinder Profile – Story of the Day,video,415288 Alt v3 Vasyl VID
2024-02-17,Yuliia,Original,IMG,v4,415229,False,"Rich Guy Mocks Homeless Man, Stunned to See Him Inside a Fancy Hotel Later",image,415229 Original v4 Yuliia IMG
2024-02-17,Yuliia,Original,GIF,v2,415162,False,"Wife Returns Home From Work, Realizes Her Husband is Hiding Another Woman in Their House",GIF,415162 Original v2 Yuliia GIF
2024-02-17,Yuliia,Alt,VID,v4,415469,False,Stewardess Bans Arab Man from Boarding Plane Unaware He’s New Airline Owner – Story of the Day,video,415469 Alt v4 Yuliia VID
2024-02-16,Andrii,Original,GIF,v3,415328,True,Gender Reveal Party Goes Awry as Husband Declares to Pregnant Wife He's Sterile – Story of the Day,GIF,415328 Original v3 Andrii GIF
2024-02-16,Andrii,Original,IMG,v3,415364,True,Shocked Widow's Scream Halts Funeral as 'Deceased' Husband Emerges from Coffin,image,415364 Original v3 Andrii IMG
2024-02-16,Dima,Alt,IMG,v2,415372,False,Woman Spots Hand Emerging from Trunk of the Car in Front of Her – Story of the Day,image,415372 Alt v2 Dima IMG
2024-02-16,Yuliia,Original,VID,v4,415357,True,Widower's Heart Stirs as He Finds Unknown Birth Certificate in Wife's Belongings,video,415357 Original v4 Yuliia VID
2024-02-16,Artem,Alt,VID,v3,415523,False,"Cheater Gets Stepson into Trouble, Jilted Wife Turns the Tables on Him – Story of the Day",video,415523 Alt v3 Artem VID
2024-02-16,Andrii,Alt,VID,v2,415523,True,"Cheater Gets Stepson into Trouble, Jilted Wife Turns the Tables on Him – Story of the Day",video,415523 Alt v2 Andrii VID
2024-02-16,Dima,Alt,GIF,v4,410611,True,"Daughter Kicks Out Old Dad Coming to See Her on Birthday, He Suspects Something is Wrong",GIF,410611 Alt v4 Dima GIF
2024-02-16,Artem,Original,IMG,v1,415685,False,Teenage Girl Spots Her Own Face on a Milk Carton in Supermarket with the Word 'Missing',image,415685 Original v1 Artem IMG
2024-02-16,Vasyl,Original,IMG,v2,415548,True,"Rich Man’s Son Steals Few Bucks from Beggar, Pays Much Higher Price for That Later – Story of the Day",image,415548 Original v2 Vasyl IMG
2024-02-15,Artem,Original,IMG,v3,415634,True,"Missing Daughter Returns Home Decade Later, Pointing the Finger at Stepdad: ""He Did It""",image,415634 Original v3 Artem IMG
2024-02-15,Vasyl,Original,VID,v2,415520,True,"Arrogant Man Publicly Shames Immigrant, Learns a Hard Lesson the Next Day",video,415520 Original v2 Vasyl VID
2024-02-15,Artem,Original,IMG,v1,415734,False,Girl Thinks She’s Marrying Poor Loader until She Sees What Ring He Puts on Her Finger – Story of the Day,image,415734 Original v1 Artem IMG
2024-02-15,Vasyl,Alt,IMG,v2,415288,False,"Wife Mourning 'Late' Husband Stumbles Upon Him Alive, Kissing Her Best Friend",image,415288 Alt v2 Vasyl IMG
2024-02-15,Dima,Alt,VID,v2,401469,True,"Teacher Scolds Tardy Student, Discovers Painful Truth When Visits His Home",video,401469 Alt v2 Dima VID
2024-02-15,Artem,Original,GIF,v2,415729,True,Man Returns Home with Wife and Finds His Mistress in the Shower – Story of the Day,GIF,415729 Original v2 Artem GIF
2024-02-15,Yuliia,Alt,GIF,v2,415723,True,Rich Girl Meets Her Ex Begging on the Street – Story of the Day,GIF,415723 Alt v2 Yuliia GIF
2024-02-15,Vasyl,Original,IMG,v4,415509,True,Angry Husband Bursts in During His Wife's Video Call With Her Boss,image,415509 Original v4 Vasyl IMG
2024-02-15,Andrii,Alt,IMG,v4,415119,True,My Boss's Son Humiliated Me Every Day Until One Day I Taught Him a Lesson,image,415119 Alt v4 Andrii IMG
2024-02-14,Yuliia,Original,IMG,v3,301425,False,"3 Friends Reunite After 40 Years, Sense Trouble Upon Discovering a Note from Their Fourth Friend",image,301425 Original v3 Yuliia IMG
2024-02-14,Artem,Alt,IMG,v4,301425,True,"Three Friends Reunite After 40 Years, Uncover an Odd Note Left by Their Fourth Friend",image,301425 Alt v4 Artem IMG
2024-02-14,Andrii,Original,GIF,v3,416057,True,Boy Comes Home from Camp to Find Parents Gone and His House Up for Sale – Story of the Day,GIF,416057 Original v3 Andrii GIF
2024-02-14,Dima,Alt,IMG,v4,416023,True,Rich Man in Big SUV Blocks Ambulance in Traffic Unaware His Son Is inside — Story of the Day,image,416023 Alt v4 Dima IMG
2024-02-14,Vasyl,Original,IMG,v1,300646,True,"Entitled Teen Mocks Flight Attendant on Board, Faces Swift Karma Within Minutes",image,300646 Original v1 Vasyl IMG
2024-02-14,Vasyl,Original,IMG,v2,300646,False,"16-Year-Old Boy Creates In-Flight Drama, Publicly Humiliating the Flight Attendant",image,300646 Original v2 Vasyl IMG
2024-02-14,Andrii,Original,VID,v4,416056,True,"While Sister Inherits Mansion, Brother Gets Abandoned House and Finds a Hidden Floor There – Story of the Day",video,416056 Original v4 Andrii VID
2024-02-14,Vasyl,Original,GIF,v1,404094,True,"Man Dreams His Daughter Is Alive, Runs to Cemetery and Sees Her Grave Dug up – Story of the Day",GIF,404094 Original v1 Vasyl GIF
2024-02-14,Vasyl,Alt,GIF,v4,415866,True,Boy's Mother Disappeared 12 Years Ago - He Spots Her Medallion on a Local Coffee Shop Barista,GIF,415866 Alt v4 Vasyl GIF
2024-02-13,Dima,Alt,IMG,v3,403173,False,"I’m Coming, Baby!’ Mom Learns Her Son Got Lost in Forest During School Trip – Story of the Day",image,403173 Alt v3 Dima IMG
2024-02-13,Andrii,Original,IMG,v2,403321,True,Alice Isn't Your Real Daughter!' Mom's World Is Crushed by Old Nurse's Last Call – Story of the Day,image,403321 Original v2 Andrii IMG
2024-02-13,Yuliia,Original,GIF,v2,404117,True,I Found Little Baby with Note in My Suitcase – Story of the Day,GIF,404117 Original v2 Yuliia GIF
2024-02-13,Artem,Alt,VID,v3,404730,True,Kid Screams Every Time He Sees Old Family Photo until Mom Looks at It Closer – Story of the Day,video,404730 Alt v3 Artem VID
2024-02-13,Artem,Original,VID,v1,405305,False,Wife Loses Her Temper and Follows Husband Who Keeps Disappearing into Garage All Day — Story of the Day,video,405305 Original v1 Artem VID
2024-02-13,Dima,Original,IMG,v1,405202,True,Coach Mocks Boy at Baseball Game Unaware Kid's Dad is Standing Behind With Bat – Story of the Day,image,405202 Original v1 Dima IMG
2024-02-13,Vasyl,Alt,VID,v4,405196,True,"Boy Finds Huge Case Clue in Sandbox, Cop Tells Mom She's In Danger — Story of the Day",video,405196 Alt v4 Vasyl VID
2024-02-13,Andrii,Alt,IMG,v4,404898,True,"Girl Throws Away Cheap Old Ring Her Poor Grandma Gave Her, It Suddenly Opens — Story of the Day",image,404898 Alt v4 Andrii IMG
2024-02-13,Andrii,Original,GIF,v1,415760,True,Bride Enters the Room and Sees the Cleaning Lady in Her Wedding Dress,GIF,415760 Original v1 Andrii GIF
2024-02-12,Yuliia,Original,VID,v3,416002,True,"Сops Can’t Find Boy Who Didn’t Return from School, Week Later Dog Brings Mom His Backpack – Story of the Day",video,416002 Original v3 Yuliia VID
2024-02-12,Artem,Original,GIF,v4,416174,True,Mom of Missing Boy Finds His Glove in Forest near Barbed Wire with Text 'Danger Zone' – Story of the Day,GIF,416174 Original v4 Artem GIF
2024-02-12,Vasyl,Alt,IMG,v1,295505,True,New Manager Fired Me Thinking I Was a Janitor,image,295505 Alt v1 Vasyl IMG
2024-02-12,Artem,Alt,GIF,v1,405381,False,I Found a Strange Old Chest While Cutting Down a Tree in My Yard,GIF,405381 Alt v1 Artem GIF
2024-02-12,Yuliia,Alt,GIF,v1,415288,True,Woman Is Sure Her Husband Died until She Comes across His New Tinder Profile – Story of the Day,GIF,415288 Alt v1 Yuliia GIF
2024-02-12,Andrii,Alt,GIF,v4,416223,True,Cheating Husband Comes to Blind Date and Sees His Mom-in-Law There – Story of the Day,GIF,416223 Alt v4 Andrii GIF
2024-02-12,Yuliia,Alt,VID,v4,415766,False,"Robber Tried to Rob a Sick Man, and Later Learns a Lesson for Life",video,415766 Alt v4 Yuliia VID
2024-02-12,Artem,Alt,IMG,v4,416170,True,Cheating Husband Doesn’t Expect an Ordinary Box of Pizza Would Expose Him – Story of the Day,image,416170 Alt v4 Artem IMG
2024-02-12,Andrii,Original,VID,v4,416215,True,"Don't open weird boxes on your
shift if you want to keep your job!",video,416215 Original v4 Andrii VID
2024-02-11,Artem,Original,GIF,v1,416225,True,"Nasty Client Mistreats Migrant Massage Therapist, Gets What He Deserves Later — Story of the Day",GIF,416225 Original v1 Artem GIF
2024-02-11,Dima,Alt,VID,v2,415690,True,"Spoiled Rich Girl Mocks Beggar, He Teaches Her a Lesson – Story of the Day",video,415690 Alt v2 Dima VID
2024-02-11,Dima,Original,VID,v3,406255,True,"Elderly Man Refuses Entry to All, Neighbors Left Astonished When They Enter After His Passing",video,406255 Original v3 Dima VID
2024-02-11,Dima,Alt,IMG,v1,416720,False,"Mom Forces Daughter to Divorce Her Husband, Later Daughter Spots Them Two on Date – Story of the Day",image,416720 Alt v1 Dima IMG
2024-02-11,Yuliia,Alt,GIF,v4,415892,True,"Woman Adopts a Boy, 5 Years Later He Finds Out That She is Responsible for His Parents Death – Story of the Day",GIF,415892 Alt v4 Yuliia GIF
2024-02-11,Dima,Alt,GIF,v4,416474,True,"Days Before Wedding, Millionaire’s Daughter Dresses As Homeless to Test Her Wealthy Fiancé — Story of the Day",GIF,416474 Alt v4 Dima GIF
2024-02-11,Artem,Alt,IMG,v3,416489,True,Woman Learns That She Is Actually the Biological Mom of Her Adopted Son – Story of the Day,image,416489 Alt v3 Artem IMG
2024-02-11,Dima,Original,IMG,v4,416492,True,"Parents Secretly Exchange Their Ill Baby for a Healthy One in Hospital, She Shows up on Their Doorstep 18 Years Later",image,416492 Original v4 Dima IMG
2024-02-11,Dima,Original,VID,v4,416636,False,Elderly Man Refused to Be Thrown Out of a Nightclub So Easily,video,416636 Original v4 Dima VID
2024-02-10,Dima,Original,VID,v3,416047,True,"School Janitor Dies Alone in Poverty, Next Day His Kids Find Millions of Dollars in Their Accounts",video,416047 Original v3 Dima VID
2024-02-10,Artem,Alt,IMG,v1,415995,True,Devastated Mom Looking to Adopt Finds Girl at Agency Who's a Carbon Copy of Her Late Daughter,image,415995 Alt v1 Artem IMG
2024-02-10,Yuliia,Alt,IMG,v2,416438,False,Family Psychologist Gets an Envelope Signed 'Truth about Your Husband' – Story of the Day,image,416438 Alt v2 Yuliia IMG
2024-02-10,Andrii,Original,VID,v2,413877,False,"Wife Spots Husband Taking Wedding Ring off When He Leaves Home, Follows Him Once – Story of the Day",video,413877 Original v2 Andrii VID
2024-02-10,Dima,Original,IMG,v2,416673,True,"Saleswoman Paid for Her Disrespectful Behavior to the Poor Old Man
",image,416673 Original v2 Dima IMG
2024-02-10,Andrii,Alt,IMG,v2,416011,True,Man Goes on Date with Young Secretary not Knowing His Wife Is Sitting Behind Them,image,416011 Alt v2 Andrii IMG
2024-02-10,Vasyl,Original,GIF,v1,416312,False,"Woman Spots 'Help' on Car's Window in Traffic Jam, Realizes Something's Off",GIF,416312 Original v1 Vasyl GIF
2024-02-10,Yuliia,Alt,GIF,v2,416628,True,Husband Betrays Wife Freed From Prison and Gets What He Deserves,GIF,416628 Alt v2 Yuliia GIF
2024-02-10,Vasyl,Alt,IMG,v2,416745,True,"Sisters Do Unthinkable After Mom Goes Missing From Hospital
",image,416745 Alt v2 Vasyl IMG
2024-02-09,Artem,Alt,IMG,v4,416202,True,Missing Soldier Returns Home to Find His Wife Married,image,416202 Alt v4 Artem IMG
2024-02-09,Artem,Alt,VID,v4,413802,True,Lady Learns Her Husband Switches from SUV to Old Cheap Car Daily and Leaves City – Story of the Day,video,413802 Alt v4 Artem VID
2024-02-09,Andrii,Alt,VID,v3,416625,True,I Met My Husband's Fiancée,video,416625 Alt v3 Andrii VID
2024-02-09,Dima,Original,VID,v3,416867,True,"Stranger Helps Poor man In Store, Having No Idea How It Will Turn His Life Around",video,416867 Original v3 Dima VID
2024-02-09,Yuliia,Alt,VID,v2,413718,True,"Teacher Visits Boy Who Skips School, Learns He Tends to Little Sis Alone — Story of the Day",video,413718 Alt v2 Yuliia VID
2024-02-09,Artem,Alt,GIF,v1,416220,False,My Husband Came Back From Work Saying That He Took Revenge on His Boss,GIF,416220 Alt v1 Artem GIF
2024-02-09,Artem,Alt,GIF,v3,416885,True,Girl Finds Out Truth About Her Parents After Catching Them Red-Handed,GIF,416885 Alt v3 Artem GIF
2024-02-09,Artem,Alt,IMG,v1,416197,True,I Was Stuck in a Marriage With a Monster Until One Day I Got a Chance to Escape,image,416197 Alt v1 Artem IMG
2024-02-09,Yuliia,Alt,VID,v2,417072,True,I Went to My Daughter's Room to See That She and Her Things Were Gone,video,417072 Alt v2 Yuliia VID
2024-02-08,Yuliia,Alt,VID,v4,416824,False,"Mother-in-Law Turned My Thanksgiving into a Disaster, I Got My Revenge on Christmas",video,416824 Alt v4 Yuliia VID
2024-02-08,Yuliia,Alt,GIF,v3,416772,False,Military Veteran Suspects His Middle Child Is Not His & Takes DNA Test — Story of the Day,GIF,416772 Alt v3 Yuliia GIF
2024-02-08,Andrii,Original,IMG,v4,416475,True,My Mother-in-Law Ruined My Wedding ,image,416475 Original v4 Andrii IMG
2024-02-08,Dima,Alt,GIF,v3,417051,False,"Couple Can’t Adopt Boy Because of Poverty, Years Later He Came to Them in Luxury Car",GIF,417051 Alt v3 Dima GIF
2024-02-08,Artem,Original,GIF,v2,416475,True,Groom's Mom Realizes She Has to Ruin Son's Wedding After Sees a Mole on His Fiancée's Shoulder,GIF,416475 Original v2 Artem GIF
2024-02-08,Dima,Original,GIF,v3,417053,True,Rich Girl Laughs at Homeless Until She Finds Out Her Own Fate,GIF,417053 Original v3 Dima GIF
2024-02-08,Vasyl,Alt,IMG,v1,416423,True,"My Long-Time Mute Grandmother Said Only One Word, After Which I Immediately Called 911",image,416423 Alt v1 Vasyl IMG
2024-02-08,Andrii,Original,VID,v1,416447,False,"My Date Reveals a Photo of His Son, and I'm Stunned to See My Son's Doppelgänger",video,416447 Original v1 Andrii VID
2024-02-08,Dima,Original,GIF,v1,417056,True,"Girl Fights Back Catcaller, Teaching Him an Unforgettable Lesson",GIF,417056 Original v1 Dima GIF
2024-02-07,Dima,Original,GIF,v1,416877,True,"Poor Man Shelters Family in His Old Trailer during Storm, Finds Dozen of Boxes near Home Next Day – Story of the Day",GIF,416877 Original v1 Dima GIF
